,Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,
,slc.60.5275.01,60,5275,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Libraries,
,slc.60.5275.02,60,5275,02,Discretionary Reserve Funds,Recreation and cultural services : Libraries,
,slc.60.5275.03,60,5275,03,Reserves,Recreation and cultural services : Libraries,
,slc.60.5280.01,60,5280,01,"Obligatory Reserve Funds, Deferred Revenue",Planning and development,
,slc.60.5280.02,60,5280,02,Discretionary Reserve Funds,Planning and development,
,slc.60.5280.03,60,5280,03,Reserves,Planning and development,
,slc.60.5290.01,60,5290,01,"Obligatory Reserve Funds, Deferred Revenue",Please specify,
,slc.60.5290.02,60,5290,02,Discretionary Reserve Funds,Please specify,
,slc.60.5290.03,60,5290,03,Reserves,Please specify,
,slc.60.5405.01,60,5405,01,"Obligatory Reserve Funds, Deferred Revenue",General government,
,slc.60.5405.02,60,5405,02,Discretionary Reserve Funds,General government,
,slc.60.5405.03,60,5405,03,Reserves,General government,
,slc.60.5410.01,60,5410,01,"Obligatory Reserve Funds, Deferred Revenue",Protection services,
,slc.60.5410.02,60,5410,02,Discretionary Reserve Funds,Protection services,
,slc.60.5410.03,60,5410,03,Reserves,Protection services,
,slc.60.5415.01,60,5415,01,"Obligatory Reserve Funds, Deferred Revenue",Transportation services : Roadways,
,slc.60.5415.02,60,5415,02,Discretionary Reserve Funds,Transportation services : Roadways,
,slc.60.5415.03,60,5415,03,Reserves,Transportation services : Roadways,
,slc.60.5420.01,60,5420,01,"Obligatory Reserve Funds, Deferred Revenue",Transportation services : Transit,
,slc.60.5420.02,60,5420,02,Discretionary Reserve Funds,Transportation services : Transit,
,slc.60.5420.03,60,5420,03,Reserves,Transportation services : Transit,
,slc.60.5425.01,60,5425,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Sanitary sewer system,
,slc.60.5425.02,60,5425,02,Discretionary Reserve Funds,Environmental services : Sanitary sewer system,
,slc.60.5425.03,60,5425,03,Reserves,Environmental services : Sanitary sewer system,
,slc.60.5430.01,60,5430,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Storm sewer system,
,slc.60.5430.02,60,5430,02,Discretionary Reserve Funds,Environmental services : Storm sewer system,
,slc.60.5430.03,60,5430,03,Reserves,Environmental services : Storm sewer system,
,slc.60.5435.01,60,5435,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Waterworks system,
,slc.60.5435.02,60,5435,02,Discretionary Reserve Funds,Environmental services : Waterworks system,
,slc.60.5435.03,60,5435,03,Reserves,Environmental services : Waterworks system,
,slc.60.5440.01,60,5440,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Waste collection,
,slc.60.5440.02,60,5440,02,Discretionary Reserve Funds,Environmental services : Waste collection,
,slc.60.5440.03,60,5440,03,Reserves,Environmental services : Waste collection,
,slc.60.5445.01,60,5445,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Waste disposal,
,slc.60.5445.02,60,5445,02,Discretionary Reserve Funds,Environmental services : Waste disposal,
,slc.60.5445.03,60,5445,03,Reserves,Environmental services : Waste disposal,
,slc.60.5450.01,60,5450,01,"Obligatory Reserve Funds, Deferred Revenue",Health services,
,slc.60.5450.02,60,5450,02,Discretionary Reserve Funds,Health services,
,slc.60.5450.03,60,5450,03,Reserves,Health services,
,slc.60.5455.01,60,5455,01,"Obligatory Reserve Funds, Deferred Revenue",Social and family services,
,slc.60.5455.02,60,5455,02,Discretionary Reserve Funds,Social and family services,
,slc.60.5455.03,60,5455,03,Reserves,Social and family services,
,slc.60.5460.01,60,5460,01,"Obligatory Reserve Funds, Deferred Revenue",Social Housing,
,slc.60.5460.02,60,5460,02,Discretionary Reserve Funds,Social Housing,
,slc.60.5460.03,60,5460,03,Reserves,Social Housing,
,slc.60.5465.01,60,5465,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Parks,
,slc.60.5465.02,60,5465,02,Discretionary Reserve Funds,Recreation and cultural services : Parks,
,slc.60.5465.03,60,5465,03,Reserves,Recreation and cultural services : Parks,
,slc.60.5470.01,60,5470,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Recreation facilities,
,slc.60.5470.02,60,5470,02,Discretionary Reserve Funds,Recreation and cultural services : Recreation facilities,
,slc.60.5470.03,60,5470,03,Reserves,Recreation and cultural services : Recreation facilities,
,slc.60.5471.01,60,5471,01,"Obligatory Reserve Funds, Deferred Revenue","Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",
,slc.60.5471.02,60,5471,02,Discretionary Reserve Funds,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",
,slc.60.5471.03,60,5471,03,Reserves,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",
,slc.60.5474.01,60,5474,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Recreation facilities - Other,
,slc.60.5474.02,60,5474,02,Discretionary Reserve Funds,Recreation and cultural services : Recreation facilities - Other,
,slc.60.5474.03,60,5474,03,Reserves,Recreation and cultural services : Recreation facilities - Other,
,slc.60.5475.01,60,5475,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Libraries,
,slc.60.5475.02,60,5475,02,Discretionary Reserve Funds,Recreation and cultural services : Libraries,
,slc.60.5475.03,60,5475,03,Reserves,Recreation and cultural services : Libraries,
,slc.60.5480.01,60,5480,01,"Obligatory Reserve Funds, Deferred Revenue",Planning and development,
,slc.60.5480.02,60,5480,02,Discretionary Reserve Funds,Planning and development,
,slc.60.5480.03,60,5480,03,Reserves,Planning and development,
,slc.60.5490.01,60,5490,01,"Obligatory Reserve Funds, Deferred Revenue",Please specify,
,slc.60.5490.02,60,5490,02,Discretionary Reserve Funds,Please specify,
,slc.60.5490.03,60,5490,03,Reserves,Please specify,
,slc.60.5610.01,60,5610,01,"Obligatory Reserve Funds, Deferred Revenue",Development Charges Act - Non-discounted services,
,slc.60.5610.02,60,5610,02,Discretionary Reserve Funds,Development Charges Act - Non-discounted services,
,slc.60.5610.03,60,5610,03,Reserves,Development Charges Act - Non-discounted services,
,slc.60.5620.01,60,5620,01,"Obligatory Reserve Funds, Deferred Revenue",Development Charges Act - Discounted services,
,slc.60.5620.02,60,5620,02,Discretionary Reserve Funds,Development Charges Act - Discounted services,
,slc.60.5620.03,60,5620,03,Reserves,Development Charges Act - Discounted services,
,slc.60.5630.01,60,5630,01,"Obligatory Reserve Funds, Deferred Revenue",Lot levies,
,slc.60.5630.02,60,5630,02,Discretionary Reserve Funds,Lot levies,
,slc.60.5630.03,60,5630,03,Reserves,Lot levies,
,slc.60.5640.01,60,5640,01,"Obligatory Reserve Funds, Deferred Revenue",Subdivider contributions,
,slc.60.5640.02,60,5640,02,Discretionary Reserve Funds,Subdivider contributions,
,slc.60.5640.03,60,5640,03,Reserves,Subdivider contributions,
,slc.60.5650.01,60,5650,01,"Obligatory Reserve Funds, Deferred Revenue",Recreational land (the Planning Act),
,slc.60.5650.02,60,5650,02,Discretionary Reserve Funds,Recreational land (the Planning Act),
,slc.60.5650.03,60,5650,03,Reserves,Recreational land (the Planning Act),
,slc.60.5660.01,60,5660,01,"Obligatory Reserve Funds, Deferred Revenue",Parking revenues,
,slc.60.5660.02,60,5660,02,Discretionary Reserve Funds,Parking revenues,
,slc.60.5660.03,60,5660,03,Reserves,Parking revenues,
,slc.60.5661.01,60,5661,01,"Obligatory Reserve Funds, Deferred Revenue","Building Code Act, 1992 (Section 2.23)",
,slc.60.5661.02,60,5661,02,Discretionary Reserve Funds,"Building Code Act, 1992 (Section 2.23)",
,slc.60.5661.03,60,5661,03,Reserves,"Building Code Act, 1992 (Section 2.23)",
,slc.60.5670.01,60,5670,01,"Obligatory Reserve Funds, Deferred Revenue",Debenture repayment,
,slc.60.5670.02,60,5670,02,Discretionary Reserve Funds,Debenture repayment,
,slc.60.5670.03,60,5670,03,Reserves,Debenture repayment,
,slc.60.5680.01,60,5680,01,"Obligatory Reserve Funds, Deferred Revenue",Exchange rate stabilization,
,slc.60.5680.02,60,5680,02,Discretionary Reserve Funds,Exchange rate stabilization,
,slc.60.5680.03,60,5680,03,Reserves,Exchange rate stabilization,
,slc.60.5690.01,60,5690,01,"Obligatory Reserve Funds, Deferred Revenue",Gasoline Tax - Province,
,slc.60.5690.02,60,5690,02,Discretionary Reserve Funds,Gasoline Tax - Province,
,slc.60.5690.03,60,5690,03,Reserves,Gasoline Tax - Province,
,slc.60.5691.01,60,5691,01,"Obligatory Reserve Funds, Deferred Revenue",Gasoline Tax - Federal,
,slc.60.5691.02,60,5691,02,Discretionary Reserve Funds,Gasoline Tax - Federal,
,slc.60.5691.03,60,5691,03,Reserves,Gasoline Tax - Federal,
,slc.60.5692.01,60,5692,01,"Obligatory Reserve Funds, Deferred Revenue",Canada transit funding (Bill C-48),
,slc.60.5692.02,60,5692,02,Discretionary Reserve Funds,Canada transit funding (Bill C-48),
,slc.60.5692.03,60,5692,03,Reserves,Canada transit funding (Bill C-48),
,slc.60.5693.01,60,5693,01,"Obligatory Reserve Funds, Deferred Revenue",Building Canada Fund (BCF),
,slc.60.5693.02,60,5693,02,Discretionary Reserve Funds,Building Canada Fund (BCF),
,slc.60.5693.03,60,5693,03,Reserves,Building Canada Fund (BCF),
,slc.60.5697.01,60,5697,01,"Obligatory Reserve Funds, Deferred Revenue",Please specify,
,slc.60.5697.02,60,5697,02,Discretionary Reserve Funds,Please specify,
,slc.60.5697.03,60,5697,03,Reserves,Please specify,
,slc.60.5698.01,60,5698,01,"Obligatory Reserve Funds, Deferred Revenue",Please specify,
,slc.60.5698.02,60,5698,02,Discretionary Reserve Funds,Please specify,
,slc.60.5698.03,60,5698,03,Reserves,Please specify,
,slc.60.9910.01,60,9910,01,"Obligatory Reserve Funds, Deferred Revenue",TOTAL Revenues,
,slc.60.9910.02,60,9910,02,Discretionary Reserve Funds,TOTAL Revenues,
,slc.60.9910.03,60,9910,03,Reserves,TOTAL Revenues,
,slc.60.9920.01,60,9920,01,"Obligatory Reserve Funds, Deferred Revenue",Total Expenditures,
,slc.60.9920.02,60,9920,02,Discretionary Reserve Funds,Total Expenditures,
,slc.60.9920.03,60,9920,03,Reserves,Total Expenditures,
,slc.60.9930.01,60,9930,01,"Obligatory Reserve Funds, Deferred Revenue",TOTAL,
,slc.60.9930.02,60,9930,02,Discretionary Reserve Funds,TOTAL,
,slc.60.9930.03,60,9930,03,Reserves,TOTAL,
,slc.70.299.01,70,299,01,$,Cash and temporary investments,
,slc.70.410.01,70,410,01,$,Canada,
,slc.70.420.01,70,420,01,$,Ontario,
,slc.70.430.01,70,430,01,$,Upper-tier,
,slc.70.440.01,70,440,01,$,Other municipalities,
,slc.70.450.01,70,450,01,$,School boards,
,slc.70.490.01,70,490,01,$,Other receivables,
,slc.70.499.01,70,499,01,$,Subtotal,
,slc.70.610.01,70,610,01,$,Current year's levies,
,slc.70.620.01,70,620,01,$,Previous year's levies,
,slc.70.630.01,70,630,01,$,Prior year's levies,
,slc.70.640.01,70,640,01,$,Penalties and interest,
,slc.70.690.01,70,690,01,$,Less:  Allowance for uncollectables,
,slc.70.699.01,70,699,01,$,Subtotal,
,slc.70.805.01,70,805,01,$,Canada,
,slc.70.810.01,70,810,01,$,Ontario,
,slc.70.815.01,70,815,01,$,Municipal,
,slc.70.820.01,70,820,01,$,Government Business Enterprise,
,slc.70.828.01,70,828,01,$,Please specify,
,slc.70.829.01,70,829,01,$,Subtotal,
,slc.70.830.01,70,830,01,$,Inventories held for resale,
,slc.70.835.01,70,835,01,$,Notes receivable,
,slc.70.840.01,70,840,01,$,Mortgages receivable,
,slc.70.845.01,70,845,01,$,Subtotal,
,slc.70.850.01,70,850,01,$,Deferred taxes receivable,
,slc.70.861.01,70,861,01,$,Municipalities,
,slc.70.862.01,70,862,01,$,School boards,
,slc.70.863.01,70,863,01,$,Retirement Funds,
,slc.70.864.01,70,864,01,$,Sinking Funds,
,slc.70.865.01,70,865,01,$,Individuals,
,slc.70.868.01,70,868,01,$,Please specify,
,slc.70.890.01,70,890,01,$,Please specify,
,slc.70.898.01,70,898,01,$,Subtotal,
,slc.70.899.01,70,899,01,$,Subtotal,
,slc.70.1010.01,70,1010,01,$,"Inventories of materials and supplies, and prepaid expenses",
,slc.70.2010.01,70,2010,01,$,Current purposes,
,slc.70.2020.01,70,2020,01,$,Capital purposes : Canada,
,slc.70.2030.01,70,2030,01,$,Capital purposes : Ontario,
,slc.70.2040.01,70,2040,01,$,Capital purposes : Other,
,slc.70.2099.01,70,2099,01,$,Subtotal,
,slc.70.2210.01,70,2210,01,$,Canada,
,slc.70.2220.01,70,2220,01,$,Ontario,
,slc.70.2230.01,70,2230,01,$,Upper-tier,
,slc.70.2240.01,70,2240,01,$,Other municipalities,
,slc.70.2250.01,70,2250,01,$,School boards,
,slc.70.2260.01,70,2260,01,$,Interest on debt,
,slc.70.2270.01,70,2270,01,$,Trade accounts payable,
,slc.70.2290.01,70,2290,01,$,Other,
,slc.70.2299.01,70,2299,01,$,Subtotal,
,slc.70.2410.01,70,2410,01,$,Obligatory reserve funds (SLC 60 2099 01),
,slc.70.2490.01,70,2490,01,$,Other,
,slc.70.2499.01,70,2499,01,$,Subtotal,
,slc.70.2610.01,70,2610,01,$,Debt issued,
,slc.70.2620.01,70,2620,01,$,Debt payable to others,
,slc.70.2630.01,70,2630,01,$,Lease purchase agreements (Tangible capital leases),
,slc.70.2660.01,70,2660,01,$,LESS: Debt issued on behalf of Government Business Enterprise,
,slc.70.2699.01,70,2699,01,$,Subtotal,
,slc.70.2799.01,70,2799,01,$,Solid waste landfill closure and post-closure,
,slc.70.2810.01,70,2810,01,$,Accumulated sick leave,
,slc.70.2820.01,70,2820,01,$,Accrued vacation pay,
,slc.70.2830.01,70,2830,01,$,Accrued pensions payable,
,slc.70.2840.01,70,2840,01,$,Accrued Workplace Safety and Insurance Board (WSIB) claims,
,slc.70.2898.01,70,2898,01,$,Please specify,
,slc.70.2899.01,70,2899,01,$,Subtotal,
,slc.70.5010.01,70,5010,01,$,General revenue,
,slc.70.5026.01,70,5026,01,$,Please specify,
,slc.70.5027.01,70,5027,01,$,Please specify,
,slc.70.5028.01,70,5028,01,$,Please specify,
,slc.70.5029.01,70,5029,01,$,Please specify,
,slc.70.5030.01,70,5030,01,$,Transit operations,
,slc.70.5035.01,70,5035,01,$,Water operations,
,slc.70.5040.01,70,5040,01,$,Sewer operations,
,slc.70.5045.01,70,5045,01,$,Libraries,
,slc.70.5050.01,70,5050,01,$,Cemeteries,
,slc.70.5055.01,70,5055,01,$,"Recreation, community centres and arenas",
,slc.70.5060.01,70,5060,01,$,Business improvement area,
,slc.70.5076.01,70,5076,01,$,Please specify,
,slc.70.5077.01,70,5077,01,$,Please specify,
,slc.70.5078.01,70,5078,01,$,Please specify,
,slc.70.5079.01,70,5079,01,$,Please specify,
,slc.70.5080.01,70,5080,01,$,Equity in Government Business Enterprises (SLC 10 6090 01),
,slc.70.5099.01,70,5099,01,$,Revenue fund balance,
,slc.70.5299.01,70,5299,01,$,Fund balances : Capital fund balance (SLC 50 5090 01),
,slc.70.5499.01,70,5499,01,$,Fund balances : Reserves and Discretionary reserve funds balance (SLC 60 2099 02 + 03),
,slc.70.5610.01,70,5610,01,$,Long term liabilities,
,slc.70.5615.01,70,5615,01,$,Solid waste landfill closure and post-closure liabilities,
,slc.70.5620.01,70,5620,01,$,Post employment benefits,
,slc.70.5630.01,70,5630,01,$,Interest,
,slc.70.5640.01,70,5640,01,$,Lease purchase agreements (Tangible capital leases),
,slc.70.5690.01,70,5690,01,$,Please specify,
,slc.70.5699.01,70,5699,01,$,Subtotal,
,slc.70.6099.01,70,6099,01,$,Municipal Position,
,slc.70.8010.01,70,8010,01,$,*Market value of Investments included in Line 0829,
,slc.70.9910.01,70,9910,01,$,TOTAL Financial assets,
,slc.70.9920.01,70,9920,01,$,TOTAL Other Assets,
,slc.70.9930.01,70,9930,01,$,TOTAL Assets,
,slc.70.9940.01,70,9940,01,$,TOTAL LIABILITIES,
,slc.70.9945.01,70,9945,01,$,TOTAL Financial Assets LESS Total Liabilities (Net Financial Assets),
,slc.70.9950.01,70,9950,01,$,TOTAL Fund balances,
,slc.70.9960.01,70,9960,01,$,TOTAL Liabilities and Municipal Position,
,slc.72.210.01,72,210,01,School Boards - English Public,"Taxes receivable, beginning of year",
,slc.72.210.02,72,210,02,School Boards - French Public,"Taxes receivable, beginning of year",
,slc.72.210.03,72,210,03,School Boards - English Separate,"Taxes receivable, beginning of year",
,slc.72.210.04,72,210,04,School Boards - French Separate,"Taxes receivable, beginning of year",
,slc.72.210.05,72,210,05,School Boards - Other,"Taxes receivable, beginning of year",
,slc.72.210.06,72,210,06,TOTAL Education,"Taxes receivable, beginning of year",
,slc.72.210.07,72,210,07,Lower-Tier (Single-Tier),"Taxes receivable, beginning of year",
,slc.72.210.08,72,210,08,Upper Tier,"Taxes receivable, beginning of year",
,slc.72.210.09,72,210,09,TOTAL Tax Adjustment,"Taxes receivable, beginning of year",
,slc.72.215.01,72,215,01,School Boards - English Public,PLUS:  Amounts added to tax bills for collection purposes only,
,slc.72.215.02,72,215,02,School Boards - French Public,PLUS:  Amounts added to tax bills for collection purposes only,
,slc.72.215.03,72,215,03,School Boards - English Separate,PLUS:  Amounts added to tax bills for collection purposes only,
,slc.72.215.04,72,215,04,School Boards - French Separate,PLUS:  Amounts added to tax bills for collection purposes only,
,slc.72.215.05,72,215,05,School Boards - Other,PLUS:  Amounts added to tax bills for collection purposes only,
,slc.72.215.06,72,215,06,TOTAL Education,PLUS:  Amounts added to tax bills for collection purposes only,
,slc.72.215.07,72,215,07,Lower-Tier (Single-Tier),PLUS:  Amounts added to tax bills for collection purposes only,
,slc.72.215.08,72,215,08,Upper Tier,PLUS:  Amounts added to tax bills for collection purposes only,
