Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,Rev_Exp_Staff_Other,Category,Include
slc.60.310.03,60,310,03,Reserves,Allocation of surplus,,,
slc.60.315.01,60,315,01,"Obligatory Reserve Funds, Deferred Revenue",Allocation of Surplus: for operating,,,
slc.60.315.02,60,315,02,Discretionary Reserve Funds,Allocation of Surplus: for operating,,,
slc.60.315.03,60,315,03,Reserves,Allocation of Surplus: for operating,,,
slc.60.320.01,60,320,01,"Obligatory Reserve Funds, Deferred Revenue",Allocation of Surplus: for capital,,,
slc.60.320.02,60,320,02,Discretionary Reserve Funds,Allocation of Surplus: for capital,,,
slc.60.320.03,60,320,03,Reserves,Allocation of Surplus: for capital,,,
slc.60.610.01,60,610,01,"Obligatory Reserve Funds, Deferred Revenue",Non-discounted services,,,
slc.60.610.02,60,610,02,Discretionary Reserve Funds,Non-discounted services,,,
slc.60.610.03,60,610,03,Reserves,Non-discounted services,,,
slc.60.620.01,60,620,01,"Obligatory Reserve Funds, Deferred Revenue",Discounted services,,,
slc.60.620.02,60,620,02,Discretionary Reserve Funds,Discounted services,,,
slc.60.620.03,60,620,03,Reserves,Discounted services,,,
slc.60.630.01,60,630,01,"Obligatory Reserve Funds, Deferred Revenue",Credits utilized (Development Charges Act) (SLC 61 0299 05),,,
slc.60.630.02,60,630,02,Discretionary Reserve Funds,Credits utilized (Development Charges Act) (SLC 61 0299 05),,,
slc.60.630.03,60,630,03,Reserves,Credits utilized (Development Charges Act) (SLC 61 0299 05),,,
slc.60.699.01,60,699,01,"Obligatory Reserve Funds, Deferred Revenue",Subtotal Development Charges Act,,,
slc.60.699.02,60,699,02,Discretionary Reserve Funds,Subtotal Development Charges Act,,,
slc.60.699.03,60,699,03,Reserves,Subtotal Development Charges Act,,,
slc.60.810.01,60,810,01,"Obligatory Reserve Funds, Deferred Revenue",Lot levies,,,
slc.60.810.02,60,810,02,Discretionary Reserve Funds,Lot levies,,,
slc.60.810.03,60,810,03,Reserves,Lot levies,,,
slc.60.820.01,60,820,01,"Obligatory Reserve Funds, Deferred Revenue",Subdivider contributions,,,
slc.60.820.02,60,820,02,Discretionary Reserve Funds,Subdivider contributions,,,
slc.60.820.03,60,820,03,Reserves,Subdivider contributions,,,
slc.60.830.01,60,830,01,"Obligatory Reserve Funds, Deferred Revenue",Recreational land (the Planning Act),,,
slc.60.830.02,60,830,02,Discretionary Reserve Funds,Recreational land (the Planning Act),,,
slc.60.830.03,60,830,03,Reserves,Recreational land (the Planning Act),,,
slc.60.841.01,60,841,01,"Obligatory Reserve Funds, Deferred Revenue",Investment income,,,
slc.60.841.02,60,841,02,Discretionary Reserve Funds,Investment income,,,
slc.60.841.03,60,841,03,Reserves,Investment income,,,
slc.60.860.01,60,860,01,"Obligatory Reserve Funds, Deferred Revenue",Gasoline Tax - Province,,,
slc.60.860.02,60,860,02,Discretionary Reserve Funds,Gasoline Tax - Province,,,
slc.60.860.03,60,860,03,Reserves,Gasoline Tax - Province,,,
slc.60.861.01,60,861,01,"Obligatory Reserve Funds, Deferred Revenue","Building Code Act, 1992 (Section 2.23)",,,
slc.60.861.02,60,861,02,Discretionary Reserve Funds,"Building Code Act, 1992 (Section 2.23)",,,
slc.60.861.03,60,861,03,Reserves,"Building Code Act, 1992 (Section 2.23)",,,
slc.60.862.01,60,862,01,"Obligatory Reserve Funds, Deferred Revenue",Gasoline Tax - Federal,,,
slc.60.862.02,60,862,02,Discretionary Reserve Funds,Gasoline Tax - Federal,,,
slc.60.862.03,60,862,03,Reserves,Gasoline Tax - Federal,,,
slc.60.863.01,60,863,01,"Obligatory Reserve Funds, Deferred Revenue",Canada transit funding (Bill C-48),,,
slc.60.863.02,60,863,02,Discretionary Reserve Funds,Canada transit funding (Bill C-48),,,
slc.60.863.03,60,863,03,Reserves,Canada transit funding (Bill C-48),,,
slc.60.864.01,60,864,01,"Obligatory Reserve Funds, Deferred Revenue",Building Canada Fund (BCF),,,
slc.60.864.02,60,864,02,Discretionary Reserve Funds,Building Canada Fund (BCF),,,
slc.60.864.03,60,864,03,Reserves,Building Canada Fund (BCF),,,
slc.60.870.01,60,870,01,"Obligatory Reserve Funds, Deferred Revenue",Inter - Reserve Fund/Reserves Transfer,,,
slc.60.870.02,60,870,02,Discretionary Reserve Funds,Inter - Reserve Fund/Reserves Transfer,,,
slc.60.870.03,60,870,03,Reserves,Inter - Reserve Fund/Reserves Transfer,,,
slc.60.895.01,60,895,01,"Obligatory Reserve Funds, Deferred Revenue",Please specify,,,
slc.60.895.02,60,895,02,Discretionary Reserve Funds,Please specify,,,
slc.60.895.03,60,895,03,Reserves,Please specify,,,
slc.60.896.01,60,896,01,"Obligatory Reserve Funds, Deferred Revenue",Please specify,,,
slc.60.896.02,60,896,02,Discretionary Reserve Funds,Please specify,,,
slc.60.896.03,60,896,03,Reserves,Please specify,,,
slc.60.897.01,60,897,01,"Obligatory Reserve Funds, Deferred Revenue",Please specify,,,
slc.60.897.02,60,897,02,Discretionary Reserve Funds,Please specify,,,
slc.60.897.03,60,897,03,Reserves,Please specify,,,
slc.60.898.01,60,898,01,"Obligatory Reserve Funds, Deferred Revenue",Please specify,,,
slc.60.898.02,60,898,02,Discretionary Reserve Funds,Please specify,,,
slc.60.898.03,60,898,03,Reserves,Please specify,,,
slc.60.910.01,60,910,01,"Obligatory Reserve Funds, Deferred Revenue",LESS: Utilization (deferred revenue recognized),,,
slc.60.910.02,60,910,02,Discretionary Reserve Funds,LESS: Utilization (deferred revenue recognized),,,
slc.60.910.03,60,910,03,Reserves,LESS: Utilization (deferred revenue recognized),,,
slc.60.1012.01,60,1012,01,"Obligatory Reserve Funds, Deferred Revenue",For acquisition of tangible capital asset,,,
slc.60.1012.02,60,1012,02,Discretionary Reserve Funds,For acquisition of tangible capital asset,,,
slc.60.1012.03,60,1012,03,Reserves,For acquisition of tangible capital asset,,,
slc.60.1015.01,60,1015,01,"Obligatory Reserve Funds, Deferred Revenue",For current operations,,,
slc.60.1015.02,60,1015,02,Discretionary Reserve Funds,For current operations,,,
slc.60.1015.03,60,1015,03,Reserves,For current operations,,,
slc.60.1025.01,60,1025,01,"Obligatory Reserve Funds, Deferred Revenue",Development Charges earned to tangible capital asset acquisition (SLC 61 0299 08),,,
slc.60.1025.02,60,1025,02,Discretionary Reserve Funds,Development Charges earned to tangible capital asset acquisition (SLC 61 0299 08),,,
slc.60.1025.03,60,1025,03,Reserves,Development Charges earned to tangible capital asset acquisition (SLC 61 0299 08),,,
slc.60.1026.01,60,1026,01,"Obligatory Reserve Funds, Deferred Revenue",Development Charges earned to operations (SLC 61 0299 07),,,
slc.60.1026.02,60,1026,02,Discretionary Reserve Funds,Development Charges earned to operations (SLC 61 0299 07),,,
slc.60.1026.03,60,1026,03,Reserves,Development Charges earned to operations (SLC 61 0299 07),,,
slc.60.1032.01,60,1032,01,"Obligatory Reserve Funds, Deferred Revenue",Recreational land (the Planning Act) earned to tangible capital asset acquisition,,,
slc.60.1032.02,60,1032,02,Discretionary Reserve Funds,Recreational land (the Planning Act) earned to tangible capital asset acquisition,,,
slc.60.1032.03,60,1032,03,Reserves,Recreational land (the Planning Act) earned to tangible capital asset acquisition,,,
slc.60.1035.01,60,1035,01,"Obligatory Reserve Funds, Deferred Revenue",Recreational land (the Planning Act) earned to operations,,,
slc.60.1035.02,60,1035,02,Discretionary Reserve Funds,Recreational land (the Planning Act) earned to operations,,,
slc.60.1035.03,60,1035,03,Reserves,Recreational land (the Planning Act) earned to operations,,,
slc.60.1042.01,60,1042,01,"Obligatory Reserve Funds, Deferred Revenue",Deferred revenue earned (Provincial Gas Tax) for Transit (Operations),,,
slc.60.1042.02,60,1042,02,Discretionary Reserve Funds,Deferred revenue earned (Provincial Gas Tax) for Transit (Operations),,,
slc.60.1042.03,60,1042,03,Reserves,Deferred revenue earned (Provincial Gas Tax) for Transit (Operations),,,
slc.60.1045.01,60,1045,01,"Obligatory Reserve Funds, Deferred Revenue",Deferred revenue earned (Provincial Gas Tax) for Transit (Capital),,,
slc.60.1045.02,60,1045,02,Discretionary Reserve Funds,Deferred revenue earned (Provincial Gas Tax) for Transit (Capital),,,
slc.60.1045.03,60,1045,03,Reserves,Deferred revenue earned (Provincial Gas Tax) for Transit (Capital),,,
slc.60.1047.01,60,1047,01,"Obligatory Reserve Funds, Deferred Revenue",Deferred revenue earned (Canada Gas Tax),,,
slc.60.1047.02,60,1047,02,Discretionary Reserve Funds,Deferred revenue earned (Canada Gas Tax),,,
slc.60.1047.03,60,1047,03,Reserves,Deferred revenue earned (Canada Gas Tax),,,
slc.60.1055.01,60,1055,01,"Obligatory Reserve Funds, Deferred Revenue",Development Charges Act - Credits Provided (SLC 61 0299 10),,,
slc.60.1055.02,60,1055,02,Discretionary Reserve Funds,Development Charges Act - Credits Provided (SLC 61 0299 10),,,
slc.60.1055.03,60,1055,03,Reserves,Development Charges Act - Credits Provided (SLC 61 0299 10),,,
slc.60.1070.01,60,1070,01,"Obligatory Reserve Funds, Deferred Revenue",Inter - Reserve Fund/Reserves Transfer,,,
slc.60.1070.02,60,1070,02,Discretionary Reserve Funds,Inter - Reserve Fund/Reserves Transfer,,,
slc.60.1070.03,60,1070,03,Reserves,Inter - Reserve Fund/Reserves Transfer,,,
slc.60.2099.01,60,2099,01,"Obligatory Reserve Funds, Deferred Revenue","Balance, end of year",,,
slc.60.2099.02,60,2099,02,Discretionary Reserve Funds,"Balance, end of year",,,
slc.60.2099.03,60,2099,03,Reserves,"Balance, end of year",,,
slc.60.5010.01,60,5010,01,"Obligatory Reserve Funds, Deferred Revenue",Working funds,,,
slc.60.5010.02,60,5010,02,Discretionary Reserve Funds,Working funds,,,
slc.60.5010.03,60,5010,03,Reserves,Working funds,,,
slc.60.5020.01,60,5020,01,"Obligatory Reserve Funds, Deferred Revenue",Contingencies,,,
slc.60.5020.02,60,5020,02,Discretionary Reserve Funds,Contingencies,,,
slc.60.5020.03,60,5020,03,Reserves,Contingencies,,,
slc.60.5030.01,60,5030,01,"Obligatory Reserve Funds, Deferred Revenue","Ontario Clean Water Agency (OCWA) fund for renewals, etc. : Sewer",,,
slc.60.5030.02,60,5030,02,Discretionary Reserve Funds,"Ontario Clean Water Agency (OCWA) fund for renewals, etc. : Sewer",,,
slc.60.5030.03,60,5030,03,Reserves,"Ontario Clean Water Agency (OCWA) fund for renewals, etc. : Sewer",,,
slc.60.5040.01,60,5040,01,"Obligatory Reserve Funds, Deferred Revenue","Ontario Clean Water Agency (OCWA) fund for renewals, etc. : Water",,,
slc.60.5040.02,60,5040,02,Discretionary Reserve Funds,"Ontario Clean Water Agency (OCWA) fund for renewals, etc. : Water",,,
slc.60.5040.03,60,5040,03,Reserves,"Ontario Clean Water Agency (OCWA) fund for renewals, etc. : Water",,,
slc.60.5050.01,60,5050,01,"Obligatory Reserve Funds, Deferred Revenue",Replacement of equipment,,,
slc.60.5050.02,60,5050,02,Discretionary Reserve Funds,Replacement of equipment,,,
slc.60.5050.03,60,5050,03,Reserves,Replacement of equipment,,,
slc.60.5060.01,60,5060,01,"Obligatory Reserve Funds, Deferred Revenue",Sick leave,,,
slc.60.5060.02,60,5060,02,Discretionary Reserve Funds,Sick leave,,,
slc.60.5060.03,60,5060,03,Reserves,Sick leave,,,
slc.60.5070.01,60,5070,01,"Obligatory Reserve Funds, Deferred Revenue",Insurance,,,
slc.60.5070.02,60,5070,02,Discretionary Reserve Funds,Insurance,,,
slc.60.5070.03,60,5070,03,Reserves,Insurance,,,
slc.60.5080.01,60,5080,01,"Obligatory Reserve Funds, Deferred Revenue",Workplace Safety and Insurance Board (WSIB),,,
slc.60.5080.02,60,5080,02,Discretionary Reserve Funds,Workplace Safety and Insurance Board (WSIB),,,
slc.60.5080.03,60,5080,03,Reserves,Workplace Safety and Insurance Board (WSIB),,,
slc.60.5090.01,60,5090,01,"Obligatory Reserve Funds, Deferred Revenue",Post-employment benefits,,,
slc.60.5090.02,60,5090,02,Discretionary Reserve Funds,Post-employment benefits,,,
slc.60.5090.03,60,5090,03,Reserves,Post-employment benefits,,,
slc.60.5091.01,60,5091,01,"Obligatory Reserve Funds, Deferred Revenue",Tax rate stabilization,,,
slc.60.5091.02,60,5091,02,Discretionary Reserve Funds,Tax rate stabilization,,,
slc.60.5091.03,60,5091,03,Reserves,Tax rate stabilization,,,
slc.60.5205.01,60,5205,01,"Obligatory Reserve Funds, Deferred Revenue",General government,,,
slc.60.5205.02,60,5205,02,Discretionary Reserve Funds,General government,,,
slc.60.5205.03,60,5205,03,Reserves,General government,,,
slc.60.5210.01,60,5210,01,"Obligatory Reserve Funds, Deferred Revenue",Protection services,,,
slc.60.5210.02,60,5210,02,Discretionary Reserve Funds,Protection services,,,
slc.60.5210.03,60,5210,03,Reserves,Protection services,,,
slc.60.5215.01,60,5215,01,"Obligatory Reserve Funds, Deferred Revenue",Transportation services : Roadways,,,
slc.60.5215.02,60,5215,02,Discretionary Reserve Funds,Transportation services : Roadways,,,
slc.60.5215.03,60,5215,03,Reserves,Transportation services : Roadways,,,
slc.60.5216.01,60,5216,01,"Obligatory Reserve Funds, Deferred Revenue",Transportation services : Winter control,,,
slc.60.5216.02,60,5216,02,Discretionary Reserve Funds,Transportation services : Winter control,,,
slc.60.5216.03,60,5216,03,Reserves,Transportation services : Winter control,,,
slc.60.5220.01,60,5220,01,"Obligatory Reserve Funds, Deferred Revenue",Transportation services : Transit,,,
slc.60.5220.02,60,5220,02,Discretionary Reserve Funds,Transportation services : Transit,,,
slc.60.5220.03,60,5220,03,Reserves,Transportation services : Transit,,,
slc.60.5221.01,60,5221,01,"Obligatory Reserve Funds, Deferred Revenue",Transportation services : Parking,,,
slc.60.5221.02,60,5221,02,Discretionary Reserve Funds,Transportation services : Parking,,,
slc.60.5221.03,60,5221,03,Reserves,Transportation services : Parking,,,
slc.60.5222.01,60,5222,01,"Obligatory Reserve Funds, Deferred Revenue",Transportation services : Street lighting,,,
slc.60.5222.02,60,5222,02,Discretionary Reserve Funds,Transportation services : Street lighting,,,
slc.60.5222.03,60,5222,03,Reserves,Transportation services : Street lighting,,,
slc.60.5223.01,60,5223,01,"Obligatory Reserve Funds, Deferred Revenue",Transportation services : Air transportation,,,
slc.60.5223.02,60,5223,02,Discretionary Reserve Funds,Transportation services : Air transportation,,,
slc.60.5223.03,60,5223,03,Reserves,Transportation services : Air transportation,,,
slc.60.5225.01,60,5225,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Wastewater system,,,
slc.60.5225.02,60,5225,02,Discretionary Reserve Funds,Environmental services : Wastewater system,,,
slc.60.5225.03,60,5225,03,Reserves,Environmental services : Wastewater system,,,
slc.60.5230.01,60,5230,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Storm water system,,,
slc.60.5230.02,60,5230,02,Discretionary Reserve Funds,Environmental services : Storm water system,,,
slc.60.5230.03,60,5230,03,Reserves,Environmental services : Storm water system,,,
slc.60.5235.01,60,5235,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Waterworks system,,,
slc.60.5235.02,60,5235,02,Discretionary Reserve Funds,Environmental services : Waterworks system,,,
slc.60.5235.03,60,5235,03,Reserves,Environmental services : Waterworks system,,,
slc.60.5240.01,60,5240,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Solid waste collection,,,
slc.60.5240.02,60,5240,02,Discretionary Reserve Funds,Environmental services : Solid waste collection,,,
slc.60.5240.03,60,5240,03,Reserves,Environmental services : Solid waste collection,,,
slc.60.5245.01,60,5245,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Solid waste disposal,,,
slc.60.5245.02,60,5245,02,Discretionary Reserve Funds,Environmental services : Solid waste disposal,,,
slc.60.5245.03,60,5245,03,Reserves,Environmental services : Solid waste disposal,,,
slc.60.5246.01,60,5246,01,"Obligatory Reserve Funds, Deferred Revenue",Environmental services : Waste diversion,,,
slc.60.5246.02,60,5246,02,Discretionary Reserve Funds,Environmental services : Waste diversion,,,
slc.60.5246.03,60,5246,03,Reserves,Environmental services : Waste diversion,,,
slc.60.5250.01,60,5250,01,"Obligatory Reserve Funds, Deferred Revenue",Health services,,,
slc.60.5250.02,60,5250,02,Discretionary Reserve Funds,Health services,,,
slc.60.5250.03,60,5250,03,Reserves,Health services,,,
slc.60.5255.01,60,5255,01,"Obligatory Reserve Funds, Deferred Revenue",Social and family services,,,
slc.60.5255.02,60,5255,02,Discretionary Reserve Funds,Social and family services,,,
slc.60.5255.03,60,5255,03,Reserves,Social and family services,,,
slc.60.5260.01,60,5260,01,"Obligatory Reserve Funds, Deferred Revenue",Social Housing,,,
slc.60.5260.02,60,5260,02,Discretionary Reserve Funds,Social Housing,,,
slc.60.5260.03,60,5260,03,Reserves,Social Housing,,,
slc.60.5265.01,60,5265,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Parks,,,
slc.60.5265.02,60,5265,02,Discretionary Reserve Funds,Recreation and cultural services : Parks,,,
slc.60.5265.03,60,5265,03,Reserves,Recreation and cultural services : Parks,,,
slc.60.5266.01,60,5266,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Recreation programs,,,
slc.60.5266.02,60,5266,02,Discretionary Reserve Funds,Recreation and cultural services : Recreation programs,,,
slc.60.5266.03,60,5266,03,Reserves,Recreation and cultural services : Recreation programs,,,
slc.60.5271.01,60,5271,01,"Obligatory Reserve Funds, Deferred Revenue","Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.60.5271.02,60,5271,02,Discretionary Reserve Funds,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.60.5271.03,60,5271,03,Reserves,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.60.5274.01,60,5274,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Recreation facilities - Other,,,
slc.60.5274.02,60,5274,02,Discretionary Reserve Funds,Recreation and cultural services : Recreation facilities - Other,,,
slc.60.5274.03,60,5274,03,Reserves,Recreation and cultural services : Recreation facilities - Other,,,
slc.60.5275.01,60,5275,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Libraries,,,
slc.60.5275.02,60,5275,02,Discretionary Reserve Funds,Recreation and cultural services : Libraries,,,
slc.60.5275.03,60,5275,03,Reserves,Recreation and cultural services : Libraries,,,
slc.60.5276.01,60,5276,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Museums,,,
slc.60.5276.02,60,5276,02,Discretionary Reserve Funds,Recreation and cultural services : Museums,,,
slc.60.5276.03,60,5276,03,Reserves,Recreation and cultural services : Museums,,,
slc.60.5277.01,60,5277,01,"Obligatory Reserve Funds, Deferred Revenue",Recreation and cultural services : Culture services,,,
slc.60.5277.02,60,5277,02,Discretionary Reserve Funds,Recreation and cultural services : Culture services,,,
