Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,Rev_Exp_Staff_Other,Category,Include,
slc.61.210.01,61,210,1,Balance January 1,Fire protection,,,,
slc.61.210.02,61,210,2,Development Charges Proceeds - Development Charges Collected,Fire protection,,,,
slc.61.210.03,61,210,3,Development Charges Proceeds - Interest and Investment Income,Fire protection,,,,
slc.61.210.04,61,210,4,Development Charges Proceeds - Other Proceeds,Fire protection,,,,
slc.61.210.05,61,210,5,Development Charges Proceeds - Credit Utilized,Fire protection,,,,
slc.61.210.06,61,210,6,Development Charges Proceeds - Total,Fire protection,,,,
slc.61.210.07,61,210,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Fire protection,,,,
slc.61.210.08,61,210,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Fire protection,,,,
slc.61.210.09,61,210,9,Development Charges Disbursements - Other Disbursements,Fire protection,,,,
slc.61.210.10,61,210,10,Development Charges Disbursements - Credits Provided,Fire protection,,,,
slc.61.210.11,61,210,11,Development Charges Disbursements - Total,Fire protection,,,,
slc.61.210.12,61,210,12,Balance December 31,Fire protection,,,,
slc.61.215.01,61,215,1,Balance January 1,Police protection,,,,
slc.61.215.02,61,215,2,Development Charges Proceeds - Development Charges Collected,Police protection,,,,
slc.61.215.03,61,215,3,Development Charges Proceeds - Interest and Investment Income,Police protection,,,,
slc.61.215.04,61,215,4,Development Charges Proceeds - Other Proceeds,Police protection,,,,
slc.61.215.05,61,215,5,Development Charges Proceeds - Credit Utilized,Police protection,,,,
slc.61.215.06,61,215,6,Development Charges Proceeds - Total,Police protection,,,,
slc.61.215.07,61,215,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Police protection,,,,
slc.61.215.08,61,215,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Police protection,,,,
slc.61.215.09,61,215,9,Development Charges Disbursements - Other Disbursements,Police protection,,,,
slc.61.215.10,61,215,10,Development Charges Disbursements - Credits Provided,Police protection,,,,
slc.61.215.11,61,215,11,Development Charges Disbursements - Total,Police protection,,,,
slc.61.215.12,61,215,12,Balance December 31,Police protection,,,,
slc.61.220.01,61,220,1,Balance January 1,Roads and structures,,,,
slc.61.220.02,61,220,2,Development Charges Proceeds - Development Charges Collected,Roads and structures,,,,
slc.61.220.03,61,220,3,Development Charges Proceeds - Interest and Investment Income,Roads and structures,,,,
slc.61.220.04,61,220,4,Development Charges Proceeds - Other Proceeds,Roads and structures,,,,
slc.61.220.05,61,220,5,Development Charges Proceeds - Credit Utilized,Roads and structures,,,,
slc.61.220.06,61,220,6,Development Charges Proceeds - Total,Roads and structures,,,,
slc.61.220.07,61,220,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Roads and structures,,,,
slc.61.220.08,61,220,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Roads and structures,,,,
slc.61.220.09,61,220,9,Development Charges Disbursements - Other Disbursements,Roads and structures,,,,
slc.61.220.10,61,220,10,Development Charges Disbursements - Credits Provided,Roads and structures,,,,
slc.61.220.11,61,220,11,Development Charges Disbursements - Total,Roads and structures,,,,
slc.61.220.12,61,220,12,Balance December 31,Roads and structures,,,,
slc.61.225.01,61,225,1,Balance January 1,Transit,,,,
slc.61.225.02,61,225,2,Development Charges Proceeds - Development Charges Collected,Transit,,,,
slc.61.225.03,61,225,3,Development Charges Proceeds - Interest and Investment Income,Transit,,,,
slc.61.225.04,61,225,4,Development Charges Proceeds - Other Proceeds,Transit,,,,
slc.61.225.05,61,225,5,Development Charges Proceeds - Credit Utilized,Transit,,,,
slc.61.225.06,61,225,6,Development Charges Proceeds - Total,Transit,,,,
slc.61.225.07,61,225,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Transit,,,,
slc.61.225.08,61,225,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Transit,,,,
slc.61.225.09,61,225,9,Development Charges Disbursements - Other Disbursements,Transit,,,,
slc.61.225.10,61,225,10,Development Charges Disbursements - Credits Provided,Transit,,,,
slc.61.225.11,61,225,11,Development Charges Disbursements - Total,Transit,,,,
slc.61.225.12,61,225,12,Balance December 31,Transit,,,,
slc.61.230.01,61,230,1,Balance January 1,Wastewater,,,,
slc.61.230.02,61,230,2,Development Charges Proceeds - Development Charges Collected,Wastewater,,,,
slc.61.230.03,61,230,3,Development Charges Proceeds - Interest and Investment Income,Wastewater,,,,
slc.61.230.04,61,230,4,Development Charges Proceeds - Other Proceeds,Wastewater,,,,
slc.61.230.05,61,230,5,Development Charges Proceeds - Credit Utilized,Wastewater,,,,
slc.61.230.06,61,230,6,Development Charges Proceeds - Total,Wastewater,,,,
slc.61.230.07,61,230,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Wastewater,,,,
slc.61.230.08,61,230,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Wastewater,,,,
slc.61.230.09,61,230,9,Development Charges Disbursements - Other Disbursements,Wastewater,,,,
slc.61.230.10,61,230,10,Development Charges Disbursements - Credits Provided,Wastewater,,,,
slc.61.230.11,61,230,11,Development Charges Disbursements - Total,Wastewater,,,,
slc.61.230.12,61,230,12,Balance December 31,Wastewater,,,,
slc.61.235.01,61,235,1,Balance January 1,Stormwater,,,,
slc.61.235.02,61,235,2,Development Charges Proceeds - Development Charges Collected,Stormwater,,,,
slc.61.235.03,61,235,3,Development Charges Proceeds - Interest and Investment Income,Stormwater,,,,
slc.61.235.04,61,235,4,Development Charges Proceeds - Other Proceeds,Stormwater,,,,
slc.61.235.05,61,235,5,Development Charges Proceeds - Credit Utilized,Stormwater,,,,
slc.61.235.06,61,235,6,Development Charges Proceeds - Total,Stormwater,,,,
slc.61.235.07,61,235,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Stormwater,,,,
slc.61.235.08,61,235,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Stormwater,,,,
slc.61.235.09,61,235,9,Development Charges Disbursements - Other Disbursements,Stormwater,,,,
slc.61.235.10,61,235,10,Development Charges Disbursements - Credits Provided,Stormwater,,,,
slc.61.235.11,61,235,11,Development Charges Disbursements - Total,Stormwater,,,,
slc.61.235.12,61,235,12,Balance December 31,Stormwater,,,,
slc.61.240.01,61,240,1,Balance January 1,Water,,,,
slc.61.240.02,61,240,2,Development Charges Proceeds - Development Charges Collected,Water,,,,
slc.61.240.03,61,240,3,Development Charges Proceeds - Interest and Investment Income,Water,,,,
slc.61.240.04,61,240,4,Development Charges Proceeds - Other Proceeds,Water,,,,
slc.61.240.05,61,240,5,Development Charges Proceeds - Credit Utilized,Water,,,,
slc.61.240.06,61,240,6,Development Charges Proceeds - Total,Water,,,,
slc.61.240.07,61,240,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Water,,,,
slc.61.240.08,61,240,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Water,,,,
slc.61.240.09,61,240,9,Development Charges Disbursements - Other Disbursements,Water,,,,
slc.61.240.10,61,240,10,Development Charges Disbursements - Credits Provided,Water,,,,
slc.61.240.11,61,240,11,Development Charges Disbursements - Total,Water,,,,
slc.61.240.12,61,240,12,Balance December 31,Water,,,,
slc.61.245.01,61,245,1,Balance January 1,Emergency medical services,,,,
slc.61.245.02,61,245,2,Development Charges Proceeds - Development Charges Collected,Emergency medical services,,,,
slc.61.245.03,61,245,3,Development Charges Proceeds - Interest and Investment Income,Emergency medical services,,,,
slc.61.245.04,61,245,4,Development Charges Proceeds - Other Proceeds,Emergency medical services,,,,
slc.61.245.05,61,245,5,Development Charges Proceeds - Credit Utilized,Emergency medical services,,,,
slc.61.245.06,61,245,6,Development Charges Proceeds - Total,Emergency medical services,,,,
slc.61.245.07,61,245,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Emergency medical services,,,,
slc.61.245.08,61,245,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Emergency medical services,,,,
slc.61.245.09,61,245,9,Development Charges Disbursements - Other Disbursements,Emergency medical services,,,,
slc.61.245.10,61,245,10,Development Charges Disbursements - Credits Provided,Emergency medical services,,,,
slc.61.245.11,61,245,11,Development Charges Disbursements - Total,Emergency medical services,,,,
slc.61.245.12,61,245,12,Balance December 31,Emergency medical services,,,,
slc.61.250.01,61,250,1,Balance January 1,Homes for the aged,,,,
slc.61.250.02,61,250,2,Development Charges Proceeds - Development Charges Collected,Homes for the aged,,,,
slc.61.250.03,61,250,3,Development Charges Proceeds - Interest and Investment Income,Homes for the aged,,,,
slc.61.250.04,61,250,4,Development Charges Proceeds - Other Proceeds,Homes for the aged,,,,
slc.61.250.05,61,250,5,Development Charges Proceeds - Credit Utilized,Homes for the aged,,,,
slc.61.250.06,61,250,6,Development Charges Proceeds - Total,Homes for the aged,,,,
slc.61.250.07,61,250,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Homes for the aged,,,,
slc.61.250.08,61,250,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Homes for the aged,,,,
slc.61.250.09,61,250,9,Development Charges Disbursements - Other Disbursements,Homes for the aged,,,,
slc.61.250.10,61,250,10,Development Charges Disbursements - Credits Provided,Homes for the aged,,,,
slc.61.250.11,61,250,11,Development Charges Disbursements - Total,Homes for the aged,,,,
slc.61.250.12,61,250,12,Balance December 31,Homes for the aged,,,,
slc.61.255.01,61,255,1,Balance January 1,Daycare,,,,
slc.61.255.02,61,255,2,Development Charges Proceeds - Development Charges Collected,Daycare,,,,
slc.61.255.03,61,255,3,Development Charges Proceeds - Interest and Investment Income,Daycare,,,,
slc.61.255.04,61,255,4,Development Charges Proceeds - Other Proceeds,Daycare,,,,
slc.61.255.05,61,255,5,Development Charges Proceeds - Credit Utilized,Daycare,,,,
slc.61.255.06,61,255,6,Development Charges Proceeds - Total,Daycare,,,,
slc.61.255.07,61,255,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Daycare,,,,
slc.61.255.08,61,255,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Daycare,,,,
slc.61.255.09,61,255,9,Development Charges Disbursements - Other Disbursements,Daycare,,,,
slc.61.255.10,61,255,10,Development Charges Disbursements - Credits Provided,Daycare,,,,
slc.61.255.11,61,255,11,Development Charges Disbursements - Total,Daycare,,,,
slc.61.255.12,61,255,12,Balance December 31,Daycare,,,,
slc.61.260.01,61,260,1,Balance January 1,Housing,,,,
slc.61.260.02,61,260,2,Development Charges Proceeds - Development Charges Collected,Housing,,,,
slc.61.260.03,61,260,3,Development Charges Proceeds - Interest and Investment Income,Housing,,,,
slc.61.260.04,61,260,4,Development Charges Proceeds - Other Proceeds,Housing,,,,
slc.61.260.05,61,260,5,Development Charges Proceeds - Credit Utilized,Housing,,,,
slc.61.260.06,61,260,6,Development Charges Proceeds - Total,Housing,,,,
slc.61.260.07,61,260,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Housing,,,,
slc.61.260.08,61,260,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Housing,,,,
slc.61.260.09,61,260,9,Development Charges Disbursements - Other Disbursements,Housing,,,,
slc.61.260.10,61,260,10,Development Charges Disbursements - Credits Provided,Housing,,,,
slc.61.260.11,61,260,11,Development Charges Disbursements - Total,Housing,,,,
slc.61.260.12,61,260,12,Balance December 31,Housing,,,,
slc.61.265.01,61,265,1,Balance January 1,Parkland development,,,,
slc.61.265.02,61,265,2,Development Charges Proceeds - Development Charges Collected,Parkland development,,,,
slc.61.265.03,61,265,3,Development Charges Proceeds - Interest and Investment Income,Parkland development,,,,
slc.61.265.04,61,265,4,Development Charges Proceeds - Other Proceeds,Parkland development,,,,
slc.61.265.05,61,265,5,Development Charges Proceeds - Credit Utilized,Parkland development,,,,
slc.61.265.06,61,265,6,Development Charges Proceeds - Total,Parkland development,,,,
slc.61.265.07,61,265,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Parkland development,,,,
slc.61.265.08,61,265,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Parkland development,,,,
slc.61.265.09,61,265,9,Development Charges Disbursements - Other Disbursements,Parkland development,,,,
slc.61.265.10,61,265,10,Development Charges Disbursements - Credits Provided,Parkland development,,,,
slc.61.265.11,61,265,11,Development Charges Disbursements - Total,Parkland development,,,,
slc.61.265.12,61,265,12,Balance December 31,Parkland development,,,,
slc.61.270.01,61,270,1,Balance January 1,GO transit,,,,
slc.61.270.02,61,270,2,Development Charges Proceeds - Development Charges Collected,GO transit,,,,
slc.61.270.03,61,270,3,Development Charges Proceeds - Interest and Investment Income,GO transit,,,,
slc.61.270.04,61,270,4,Development Charges Proceeds - Other Proceeds,GO transit,,,,
slc.61.270.05,61,270,5,Development Charges Proceeds - Credit Utilized,GO transit,,,,
slc.61.270.06,61,270,6,Development Charges Proceeds - Total,GO transit,,,,
slc.61.270.07,61,270,7,Development Charges Disbursements - To: Consolidated Statement of Operations,GO transit,,,,
slc.61.270.08,61,270,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,GO transit,,,,
slc.61.270.09,61,270,9,Development Charges Disbursements - Other Disbursements,GO transit,,,,
slc.61.270.10,61,270,10,Development Charges Disbursements - Credits Provided,GO transit,,,,
slc.61.270.11,61,270,11,Development Charges Disbursements - Total,GO transit,,,,
slc.61.270.12,61,270,12,Balance December 31,GO transit,,,,
slc.61.275.01,61,275,1,Balance January 1,Library,,,,
slc.61.275.02,61,275,2,Development Charges Proceeds - Development Charges Collected,Library,,,,
slc.61.275.03,61,275,3,Development Charges Proceeds - Interest and Investment Income,Library,,,,
slc.61.275.04,61,275,4,Development Charges Proceeds - Other Proceeds,Library,,,,
slc.61.275.05,61,275,5,Development Charges Proceeds - Credit Utilized,Library,,,,
slc.61.275.06,61,275,6,Development Charges Proceeds - Total,Library,,,,
slc.61.275.07,61,275,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Library,,,,
slc.61.275.08,61,275,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Library,,,,
slc.61.275.09,61,275,9,Development Charges Disbursements - Other Disbursements,Library,,,,
slc.61.275.10,61,275,10,Development Charges Disbursements - Credits Provided,Library,,,,
slc.61.275.11,61,275,11,Development Charges Disbursements - Total,Library,,,,
slc.61.275.12,61,275,12,Balance December 31,Library,,,,
slc.61.280.01,61,280,1,Balance January 1,Recreation,,,,
slc.61.280.02,61,280,2,Development Charges Proceeds - Development Charges Collected,Recreation,,,,
slc.61.280.03,61,280,3,Development Charges Proceeds - Interest and Investment Income,Recreation,,,,
slc.61.280.04,61,280,4,Development Charges Proceeds - Other Proceeds,Recreation,,,,
slc.61.280.05,61,280,5,Development Charges Proceeds - Credit Utilized,Recreation,,,,
slc.61.280.06,61,280,6,Development Charges Proceeds - Total,Recreation,,,,
slc.61.280.07,61,280,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Recreation,,,,
slc.61.280.08,61,280,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Recreation,,,,
slc.61.280.09,61,280,9,Development Charges Disbursements - Other Disbursements,Recreation,,,,
slc.61.280.10,61,280,10,Development Charges Disbursements - Credits Provided,Recreation,,,,
slc.61.280.11,61,280,11,Development Charges Disbursements - Total,Recreation,,,,
slc.61.280.12,61,280,12,Balance December 31,Recreation,,,,
slc.61.285.01,61,285,1,Balance January 1,Development studies,,,,
slc.61.285.02,61,285,2,Development Charges Proceeds - Development Charges Collected,Development studies,,,,
slc.61.285.03,61,285,3,Development Charges Proceeds - Interest and Investment Income,Development studies,,,,
slc.61.285.04,61,285,4,Development Charges Proceeds - Other Proceeds,Development studies,,,,
slc.61.285.05,61,285,5,Development Charges Proceeds - Credit Utilized,Development studies,,,,
slc.61.285.06,61,285,6,Development Charges Proceeds - Total,Development studies,,,,
slc.61.285.07,61,285,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Development studies,,,,
slc.61.285.08,61,285,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Development studies,,,,
slc.61.285.09,61,285,9,Development Charges Disbursements - Other Disbursements,Development studies,,,,
slc.61.285.10,61,285,10,Development Charges Disbursements - Credits Provided,Development studies,,,,
slc.61.285.11,61,285,11,Development Charges Disbursements - Total,Development studies,,,,
slc.61.285.12,61,285,12,Balance December 31,Development studies,,,,
slc.61.286.01,61,286,1,Balance January 1,Parking,,,,
slc.61.286.02,61,286,2,Development Charges Proceeds - Development Charges Collected,Parking,,,,
slc.61.286.03,61,286,3,Development Charges Proceeds - Interest and Investment Income,Parking,,,,
slc.61.286.04,61,286,4,Development Charges Proceeds - Other Proceeds,Parking,,,,
slc.61.286.05,61,286,5,Development Charges Proceeds - Credit Utilized,Parking,,,,
slc.61.286.06,61,286,6,Development Charges Proceeds - Total,Parking,,,,
slc.61.286.07,61,286,7,Development Charges Disbursements - To: Consolidated Statement of Operations,Parking,,,,
slc.61.286.08,61,286,8,Development Charges Disbursements - To: Tangible Capital Asset Acquisition,Parking,,,,
slc.61.286.09,61,286,9,Development Charges Disbursements - Other Disbursements,Parking,,,,
slc.61.286.10,61,286,10,Development Charges Disbursements - Credits Provided,Parking,,,,
